brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,third_row_seating,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,interior_color,exterior_color,price
MINI,Cooper S Base,2012,16734,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Manual,0,Gasoline,Front-wheel Drive,28,35,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,Carbon Black,British Green,15985
Volvo,S60 T5 Momentum,2022,17464,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2,8 Speed Automatic,1,Gasoline,Front-wheel Drive,23,34,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,Charcoal,Denim Blue Metallic,32900
Mazda,MX-5 Miata Club,2016,72747,2.0L I4 16V GDI DOHC,2,6-Speed Manual,0,Gasoline,Rear-wheel Drive,26,38,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,Black,Ceramic,19495
Toyota,Highlander XSE,2021,21894,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,27,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,Black,Blizzard Pearl,43940
Porsche,Macan S,2016,62400,3.0L V6 24V GDI DOHC Twin Turbo,3,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,18,24,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,Black,Rhodium Silver,29849
Toyota,Tacoma SR5,2020,60278,2.7L I4 16V MPFI DOHC,2.7,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,20,23,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,Cement,Super White,27199
Land,Rover Discovery HSE Luxury,2020,24440,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,3,Automatic,1,Gasoline,Four-wheel Drive,,,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,Tan/Ebony/Ebony,Santorini Black Metallic,58188
Cadillac,ATS 2.0L Turbo,2018,46709,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,,,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,Jet Black,Black Raven,24000
Lexus,LS 500h Base,2022,11213,3.5L V6 24V GDI DOHC Hybrid,3.5,Automatic CVT,1,Hybrid,Four-wheel Drive,,,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,White,MANGANESE LUSTER,98299
Mercedes-Benz,C-Class C 63 AMG,2011,50555,"AMG 6.3L V-8 DOHC, variable valve control, engine with 451HP",6.3,Automatic,1,Gasoline,Rear-wheel Drive,,,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,BLACK,Arctic White,27555
Mercedes-Benz,E-Class E 400 4MATIC,2018,62440,Twin Turbo Premium Unleaded V-6 3.0 L/183,3,Automatic,1,Gasoline,Four-wheel Drive,19,26,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,Black,Selenite Gray Metallic,31688
Nissan,Frontier SL,2012,55986,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Gray / Steel,Night Armor,18937
Volvo,XC40 T5 Momentum,2019,18841,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,Oxide Red,Osmium Gray Metallic,33000
Kia,Forte LX,2018,75951,2.0L I4 16V MPFI DOHC,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,27,32,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Black,Clear White,15490
BMW,M5 M5,2006,33924,5.0L V10 40V MPFI DOHC,5,7-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,12,18,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,,,36500
Ford,F-150 XLT,2019,40440,5.0L V8 32V PDI DOHC,5,10-Speed Automatic,1,Gasoline,Four-wheel Drive,18,23,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,Black,Ruby Red Metallic Tinted Clearcoat,45457
Mitsubishi,Outlander Sport 2.4 SEL,2017,63007,2.4L I4 16V MPFI DOHC,2.4,Automatic CVT,1,Gasoline,Front-wheel Drive,24,29,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,Gray,Gray,17998
Mazda,Mazda6 Sport,2020,69182,2.5L I4 16V,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20,26,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,Deep Chestnut,Jet Black Mica,25777
FIAT,500L Lounge,2017,43524,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,22,30,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,Black,Red,15495
Chevrolet,Suburban LT,2023,35378,5.3L V8 16V GDI OHV,5.3,Automatic,1,Gasoline,Four-wheel Drive,,,0,,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,Black,Black,66500
Porsche,Panamera E-Hybrid 4,2020,9967,2.9L V6 24V GDI DOHC Twin Turbo Hybrid,2.9,8-Speed Automatic with Auto-Shift,1,Hybrid,Four-wheel Drive,19,25,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,Black,Volcano Grey Metallic,89501
FIAT,500 Pop,2019,31498,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,28,33,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,Black Gray,Billet Clearcoat,16971
Nissan,Maxima 3.5 SV,2017,83774,3.5L V6 24V MPFI DOHC,3.5,Automatic CVT,1,Gasoline,Front-wheel Drive,13,18,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,Charcoal,Gun Metallic,18995
Alfa,Romeo Stelvio Base,2021,28477,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,24,33,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,Black,Misano Blue Metallic,29200
BMW,650 Gran Coupe i xDrive,2017,24774,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,24,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,Black,Silver,38500
Volvo,XC60 T5 Momentum,2020,78062,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,27,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,,Gray Metallic,26995
Ford,Bronco Sport Outer Banks,2022,6595,1.5L I3 12V PDI DOHC Turbo,1.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,25,28,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,Ebony,Carbonized Gray Metallic,37997
BMW,135 2dr Cpe 135i,2008,77000,"3L I-6 gasoline direct injection, DOHC, Double VANOS variable va",3,Manual,0,Gasoline,Rear-wheel Drive,17,25,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,Gray,Red,15900
Honda,Odyssey EX-L,2020,43579,3.5L V6 24V GDI SOHC,3.5,10-Speed Automatic,1,Gasoline,Front-wheel Drive,19,28,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,Mocha,Crystal Black Pearl,31550
Mercedes-Benz,S-Class 4MATIC,2016,86903,"4.7L V-8 gasoline direct injection, DOHC, variable valve control",4.7,7-Speed Automatic,1,Gasoline,Four-wheel Drive,15,23,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,"Nut Brown/Black Exclusive Nappa Leather, premium leather",designo Diamond White Metallic,36995
Hyundai,Santa Fe Plug-In Hybrid SEL Convenience,2022,35071,1.6L I4 16V GDI DOHC Turbo Hybrid,1.6,6-Speed Automatic with SHIFTRONIC,1,Hybrid,Four-wheel Drive,,,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,Black,Shimmering Silver,34997
Volvo,V60 Cross Country T5,2020,25129,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,27,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,Amber,Onyx Black Metallic,39900
Hyundai,Kona N Base,2023,500,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,22,29,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,Black,Sonic Blue,35889
Ford,Expedition Max Limited,2021,46474,3.5L V6 24V PDI DOHC Twin Turbo,3.5,10-Speed Automatic,1,Gasoline,Four-wheel Drive,16,21,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,Black,Silver,47981
Chevrolet,Tahoe Premier,2020,20103,5.3L V8 16V GDI OHV,5.3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,Jet Black,Summit White,58447
Nissan,Armada SV,2021,65988,5.6L V8 32V GDI DOHC,5.6,7-Speed Automatic,1,Gasoline,Rear-wheel Drive,,,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,Charcoal,Brilliant Silver Metallic,32299
FIAT,500X Easy,2016,94349,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Four-wheel Drive,21,30,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,Black / Gray,Arancio,13246
Maserati,Ghibli S Q4,2014,46948,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,25,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,Black,Black,21837
Alfa,Romeo Stelvio Quadrifoglio,2018,46614,2.9L V6 24V GDI DOHC Twin Turbo,2.9,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,,Black,42870
Chevrolet,Corvette Stingray Z51,2014,28527,6.2L V8 16V GDI OHV,6.2,7-Speed Manual,0,Gasoline,Rear-wheel Drive,17,29,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,Jet Black,Torch Red,48950
Maserati,GranTurismo Sport,2013,31990,4.7L V8 32V MPFI DOHC,4.7,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,15,21,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Nero,Red,43991
Mercedes-Benz,GLA 250 Base 4MATIC,2021,12145,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,19,26,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,Black,Polar White,39752
Hyundai,Sonata N Line,2022,3608,2.5L I4 16V PDI DOHC Turbo,2.5,8-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,,,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,Black,Phantom Black,30491
Cadillac,Escalade ESV Luxury,2017,98152,6.2L V8 16V GDI OHV,6.2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,23,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,Shale / Cocoa,Crystal White Tri-Coat,35490
Alfa,Romeo Giulia Ti,2019,32495,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,Black / Tan,Montecarlo Blue Metallic,29189
Ford,Expedition Max XLT,2019,100975,"EcoBoost 3.5L V-6 gasoline direct injection, DOHC, variable valv",3.5,Automatic,1,Gasoline,Four-wheel Drive,16,21,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,Ebony,Blue Metallic,31031
Mercedes-Benz,GLS 580 Base 4MATIC,2020,37584,4.0L V8 32V GDI DOHC Twin Turbo,4,9-Speed Automatic,1,Gasoline,Four-wheel Drive,18,24,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,Espresso Brown,Polar White,76763
Chevrolet,Express 1500 Work Van,2014,14501,4.3L V6 12V MPFI OHV,4.3,4-Speed Automatic,1,Gasoline,Rear-wheel Drive,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium Pewter,Dark Blue Metallic,25995
Jaguar,XJS 2+2,1994,73799,4L I-6 engine with 219HP,4,Manual,0,Gasoline,Unknown,21,28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Bahama Beige,Morocco Red Mica,20000
Mazda,CX-5 Touring,2016,91801,"SKYACTIV-G 2.5L I-4 gasoline direct injection, DOHC, variable va",2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,24,30,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,Black,Blue Reflex Mica,16959
FIAT,500X Easy,2016,48007,"MultiAir 2.4L I-4 variable valve control, engine with 180HP",2.4,9-Speed 948TE Automatic,1,Gasoline,Four-wheel Drive,21,30,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,,Silver,15400
Alfa,Romeo Giulia Veloce,2023,436,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,31,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,Black,Vulcano Black Metallic,48500
BMW,740 i,2017,37251,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,21,29,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,Caramel / Black,Alpine White,34551
Nissan,Frontier SV,2019,61241,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Four-wheel Drive,15,20,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,Steel,Glacier White,26000
Ford,Focus SE,2017,40984,2.0L I4 16V GDI DOHC Flexible Fuel,2,6-Speed Automatic with Auto-Shift,1,E85 Flex Fuel,Front-wheel Drive,26,38,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,Medium Light Stone,White Gold Metallic,15499
BMW,128 i,2013,77824,3.0L I6 24V MPFI DOHC,3,,0,Gasoline,Rear-wheel Drive,19,28,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Black,White,14400
Jaguar,E-PACE 300 Sport,2021,11724,I4,,Automatic,1,Gasoline,Four-wheel Drive,20,30,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,Ebony / Ebony,Eiger Grey,49777
Alfa,Romeo Giulia Ti,2019,13618,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,Black,Alfa Black,35969
Land,Rover Discovery P360 S R-Dynamic,2021,26633,V6,,Automatic,1,Gasoline,Four-wheel Drive,16,21,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,Light Oyster,Eiger Grey,59999
Mitsubishi,Outlander Sport 2.4 SE,2017,69359,2.4L I4 16V MPFI DOHC,2.4,Automatic CVT,1,Gasoline,Front-wheel Drive,20,27,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,,Labrador Black Pearl,16688
Jaguar,F-PACE 30t Prestige,2020,35121,I4,,Automatic,1,Gasoline,Four-wheel Drive,20,29,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,Ebony / Ebony,Fuji White,38998
Volkswagen,Atlas 3.6 V6 SE R-Line,2019,29837,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,24,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,Titan Black,Platinum Gray Metallic,32000
Volvo,XC90 T6 Inscription 7 Passenger,2022,21716,2.0L I4 16V GDI DOHC,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,30,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,Charcoal,Onyx Black Metallic,52499
Mazda,Mazda6 Carbon Edition,2021,13152,2.5L I4 16V GDI DOHC Turbo,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,26,34,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,Red,Polymetal Gray,29877
Jaguar,XE S,2020,32941,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,18,26,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,Ebony / Ebony,Caesium Blue,29991
Jeep,Wagoneer Series III,2022,1554,5.7L V8 16V MPFI OHV,5.7,8-Speed Automatic,1,Gasoline,Four-wheel Drive,13,18,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,Sea Salt,Velvet Red Pearlcoat,67500
Mitsubishi,Outlander Sport SE,2015,72455,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Four-wheel Drive,17,23,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,,Blue,14000
Cadillac,CT6 3.6L Luxury,2016,58160,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,Jet Black,Crystal White Tri-Coat,29991
Volvo,XC60 T5 Inscription,2020,24825,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,26,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,Amber,Crystal White Metallic,39500
FIAT,500e Battery Electric,2013,62241,Electric Motor,,Automatic,1,Electric,Front-wheel Drive,,,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,Black,Nero Puro (Straight Black),7992
Kia,Carnival LX,2022,18641,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,19,26,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,Gray,Snow White Pearl,36766
Chevrolet,Suburban LT,2018,92384,5.3L V8 16V GDI OHV,5.3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,15,22,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,Jet Black / Dark Ash,Summit White,37980
Chevrolet,Camaro,1995,34118,3.4L V6 12V MPFI OHV,3.4,5-Speed Manual,0,Gasoline,Rear-wheel Drive,19,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gray,White,11500
Alfa,Romeo Stelvio Base,2019,32401,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,Black,Vulcano Black Metallic,24905
Audi,Q7 55 Prestige,2019,66516,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,25,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,Pistachio Beige,Carrara White,38992
Mazda,CX-30 2.5 Turbo Premium Plus Package,2022,6442,2.5L I4 16V,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,0,18,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,White / Brown,Machine Gray Metallic,34900
FIAT,124 Spider Classica,2018,13660,Intercooled Turbo Premium Unleaded I-4 1.4 L/83,1.4,Manual,0,Gasoline,Rear-wheel Drive,26,35,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Nero (Black),Brilliante White,22999
Alfa,Romeo Stelvio Ti,2020,42718,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,Black,Anodized Blue Metallic,34325
Cadillac,XT4 Luxury,2019,44328,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2,Automatic,1,Gasoline,Front-wheel Drive,14,19,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,Light Platinum/Jet Black,Stellar Black Metallic,27248
BMW,X6 sDrive40i,2020,35079,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,21,26,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,Black,Alpine White,57395
BMW,745e xDrive iPerformance,2020,45895,3.0L I6 24V GDI DOHC Turbo Hybrid,3,8-Speed Automatic,1,Hybrid,Four-wheel Drive,,,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Beige,Cashmere Silver Metallic,49995
Jaguar,XK R,2011,48172,5.0L V8 32V GDI DOHC Supercharged,5,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,,,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Caramel,Polaris White,39990
Cadillac,CTS 2.0L Turbo Luxury,2019,41398,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,14,19,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,Very Light Cashmere,Black Raven,35000
Land,Rover Range Rover Evoque R-Dynamic SE,2021,60593,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,2,Automatic,1,Gasoline,Four-wheel Drive,14,18,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,Ebony,Santorini Black Metallic,39891
Kia,Optima EX,2015,42260,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,17,24,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,Gray,Smokey Blue,17850
Toyota,RAV4 Ltd,2009,84362,Gas I4 2.5L/152,2.5,Automatic,1,Gasoline,Four-wheel Drive,21,27,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ash,Classic Silver Metallic,14499
Chevrolet,Corvette Stingray Z51,2015,11689,6.2L V8 16V GDI OHV,6.2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,17,29,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,Jet Black,Black,52557
Mazda,MX-5 Miata Grand Touring,2008,88085,2.0L I4 16V MPFI DOHC,2,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Tan,Brilliant Black Clearcoat,12995
Ford,Edge ST Line,2022,5258,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,28,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,Ebony,Agate Black Metallic,40235
MINI,Countryman Cooper S,2021,12019,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,23,31,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,Carbon Black,Sage Green Metallic,33988
Mercedes-Benz,GLC-Class GLC 300,2016,25735,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Rear-wheel Drive,21,28,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,Black,Black,28499
MINI,Countryman Cooper S ALL4,2019,23962,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,26,32,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,Carbon Black,Midnight Black Metallic,24794
Mazda,Mazda6 Touring,2020,87454,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,,,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,Black,Jet Black Mica,22395
Hyundai,Tucson Hybrid Blue,2022,14590,1.6L I4 16V GDI DOHC Turbo Hybrid,1.6,6-Speed Automatic,1,Hybrid,Four-wheel Drive,,,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,Black,Quartz White,29990
Volkswagen,Atlas Cross Sport 3.6L V6 SEL R-Line,2021,24874,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,Titan Black,Deep Black Pearl Effect,43990
Lexus,CT 200h Premium,2011,89057,1.8L I4 16V MPFI DOHC Hybrid,1.8,Automatic CVT,1,Hybrid,Front-wheel Drive,19,28,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,Caramel,Starfire Pearl,14995
Cadillac,XT4 Premium Luxury,2019,41351,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,14,19,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,Light Platinum / Jet Black,Twilight Blue Metallic,28650
FIAT,500X Easy,2016,117749,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Front-wheel Drive,22,31,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,Black Gray,Black Clearcoat,11324
MINI,Cooper Clubman John Cooper Works,2009,84043,1.6L I4 16V GDI SOHC Turbo,1.6,6-Speed Manual,0,Gasoline,Front-wheel Drive,24,33,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Black,Red,9990
Volkswagen,Taos 1.5T SE,2022,13533,1.5L I4 16V GDI DOHC Turbo,1.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,28,36,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,Gray / Black,Deep Black Pearl Effect,25684
Toyota,Tacoma TRD Off Road,2019,65651,3.5L V6 24V PDI DOHC,3.5,6-Speed,0,Gasoline,Four-wheel Drive,,,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,,Gray,36695
